ID,NOM,Coord X,Coord Y,Coord X Y,LAT,LONG
668,Circular txapa pintada gris 60 L.,416245,4572534,"(416245, 4572534)",41.2999153105579,1.9995784616801402
669,Circular txapa pintada gris 60 L.,416241,4572553,"(416241, 4572553)",41.300086016798545,1.9995280748106325
670,Circular txapa pintada gris 60 L.,416254,4572557,"(416254, 4572557)",41.30012339174468,1.9996827820503946
671,Circular txapa pintada gris 60 L.,416293,4572587,"(416293, 4572587)",41.300397630428286,2.000144428625799
672,Circular txapa pintada gris 60 L.,416288,4572550,"(416288, 4572550)",41.300063875141,2.0000898041114015
673,Circular txapa pintada gris 60 L.,416342,4572609,"(416342, 4572609)",41.300600853028236,2.0007266091575246
674,Circular txapa pintada gris 60 L.,416352,4572589,"(416352, 4572589)",41.300421761893695,2.0008487886381974
675,Circular txapa pintada gris 60 L.,416339,4572577,"(416339, 4572577)",41.30031233734189,2.000695179941696
676,Circular txapa pintada gris 60 L.,416331,4572598,"(416331, 4572598)",41.300500642103515,2.000596748711745
677,Circular txapa pintada gris 60 L.,416348,4572597,"(416348, 4572597)",41.30049339836465,2.000799916927018
678,Circular txapa pintada gris 60 L.,416349,4572549,"(416349, 4572549)",41.30006119506146,2.0008184587501066
679,Circular txapa pintada gris 60 L.,416351,4572541,"(416351, 4572541)",41.29998935123684,2.000843444325773
680,Circular txapa pintada gris 60 L.,416234,4572518,"(416234, 4572518)",41.29977006639932,1.9994492926643332
681,Circular txapa pintada gris 60 L.,416321,4573062,"(416321, 4573062)",41.3046785703751,2.000413501304779
682,Circular txapa pintada gris 60 L.,416333,4573074,"(416333, 4573074)",41.304787891622546,2.0005551758597706
683,Circular txapa pintada gris 60 L.,416543,4573146,"(416543, 4573146)",41.30545810360549,2.0030534903756547
684,Circular txapa pintada gris 60 L.,416609,4573170,"(416609, 4573170)",41.3056810821877,2.003838497696368
685,Semicircular  txapa pintada gris 40 L.,416697,4573194,"(416697, 4573194)",41.30590632753433,2.0048862781313037
686,Circular txapa pintada gris 60 L.,416623,4573270,"(416623, 4573270)",41.306583168742826,2.003992006272563
687,Circular txapa pintada gris 60 L.,416619,4573267,"(416619, 4573267)",41.306555736125446,2.003944641075414
688,Circular txapa pintada gris 60 L.,416541,4573393,"(416541, 4573393)",41.30768247540575,2.002995713231188
689,Circular txapa pintada gris 60 L.,416538,4573375,"(416538, 4573375)",41.30752004999871,2.002962350208445
690,Circular txapa pintada gris 60 L.,416544,4573354,"(416544, 4573354)",41.307331536571716,2.0030368971512673
691,Circular txapa pintada gris 60 L.,416452,4573373,"(416452, 4573373)",41.30749313464724,2.001935417642992
692,Circular txapa pintada gris 60 L.,415976,4572600,"(415976, 4572600)",41.30048176466134,1.996356717167059
693,Circular txapa pintada gris 60 L.,415998,4572586,"(415998, 4572586)",41.30035796598408,1.996621395163396
694,Circular txapa pintada gris 60 L.,415968,4572504,"(415968, 4572504)",41.29961631874575,1.9962744310790719
695,Circular txapa pintada gris 60 L.,415957,4572497,"(415957, 4572497)",41.29955212841486,1.9961440270136306
696,Circular txapa pintada gris 60 L.,415948,4572449,"(415948, 4572449)",41.29911888454152,1.9960431720183307
697,Circular txapa pintada gris 60 L.,415956,4572440,"(415956, 4572440)",41.29903866036871,1.9961399567619398
698,Circular txapa pintada gris 60 L.,415994,4572466,"(415994, 4572466)",41.2992767834087,1.9965901901078207
699,Circular txapa pintada gris 60 L.,416003,4572450,"(416003, 4572450)",41.29913361817116,1.9966998834158824
700,Circular txapa pintada gris 60 L.,416073,4572430,"(416073, 4572430)",41.29896077420772,1.9975386324104585
701,Circular txapa pintada gris 60 L.,416090,4572455,"(416090, 4572455)",41.29918770192365,1.9977382108547423
702,Circular txapa pintada gris 60 L.,416118,4572509,"(416118, 4572509)",41.29967695817312,1.99806516355552
703,Circular txapa pintada gris 60 L.,416166,4572542,"(416166, 4572542)",41.29997915756139,1.9986338726779949
704,Circular acer inox. 60 L.,416193,4572607,"(416193, 4572607)",41.300567377742475,1.998947377915509
705,Circular acer inox. 60 L.,416215,4572601,"(416215, 4572601)",41.30051562418309,1.9992109499003718
706,Circular txapa pintada gris 60 L.,416365,4572656,"(416365, 4572656)",41.30102653797386,2.0009948379331846
707,Circular txapa pintada gris 60 L.,416384,4572664,"(416384, 4572664)",41.30110055837539,2.0012206570999327
708,Circular acer inox. 60 L.,416518,4572549,"(416518, 4572549)",41.300078697986486,2.0028368105175614
709,Circular acer inox. 60 L.,416502,4572519,"(416502, 4572519)",41.299806850393416,2.002649840546021
710,Circular txapa pintada gris 60 L.,416518,4572478,"(416518, 4572478)",41.29943924346271,2.002846551329223
711,Circular txapa pintada gris 60 L.,416521,4572497,"(416521, 4572497)",41.299610675481134,2.0028797731533707
712,Circular txapa pintada gris 60 L.,416552,4572497,"(416552, 4572497)",41.29961388206874,2.003250000910533
713,Circular acer inox. 60 L.,416550,4572515,"(416550, 4572515)",41.29977579048015,2.003223646699914
714,Circular acer inox. 60 L.,416573,4572526,"(416573, 4572526)",41.299877239300216,2.003496824374951
715,Circular txapa pintada gris 60 L.,416594,4572549,"(416594, 4572549)",41.30008655759087,2.0037444722476256
716,Circular txapa pintada gris 60 L.,416649,4572582,"(416649, 4572582)",41.300389452372954,2.0043968125087126
717,Circular acer inox. 60 L.,416667,4572575,"(416667, 4572575)",41.300328266763486,2.004612744790535
718,Circular acer inox. 60 L.,416663,4572603,"(416663, 4572603)",41.30058003298715,2.0045611380128157
719,Circular acer inox. 60 L.,416670,4572608,"(416670, 4572608)",41.30062578797893,2.0046440543513855
720,Circular txapa pintada gris 60 L.,416623,4572592,"(416623, 4572592)",41.30047683015074,2.004084924848519
721,Circular acer inox. 60 L.,416612,4572610,"(416612, 4572610)",41.30063780866272,2.003951085116531
722,Circular acer inox. 60 L.,416559,4572567,"(416559, 4572567)",41.30024505416888,2.0033240017511607
723,Circular acer inox. 60 L.,416545,4572557,"(416545, 4572557)",41.30015354225025,2.003158172027749
724,Semicircular  txapa pintada gris 40 L.,416596,4572467,"(416596, 4572467)",41.29934823916815,2.003779597505471
725,Circular txapa pintada gris 60 L.,416537,4572410,"(416537, 4572410)",41.29882877356145,2.003082791323905
726,Semicircular  txapa pintada gris 40 L.,416468,4572437,"(416468, 4572437)",41.29906480644577,2.0022550396810272
727,Circular acer inox. 60 L.,416450,4572537,"(416450, 4572537)",41.299963582854396,2.0020263401292175
728,Circular acer inox. 60 L.,416444,4572553,"(416444, 4572553)",41.30010706393345,2.001952485694592
729,Circular acer inox. 60 L.,416426,4572558,"(416426, 4572558)",41.30015023173835,2.0017368264557334
730,Circular acer inox. 60 L.,416421,4572538,"(416421, 4572538)",41.29996958587532,2.0016798589556912
731,Circular acer inox. 60 L.,416430,4572525,"(416430, 4572525)",41.29985343488775,2.0017891303999065
732,Circular txapa pintada gris 60 L.,416442,4572516,"(416442, 4572516)",41.29977362005995,2.0019336807253136
733,Circular txapa pintada gris 60 L.,416437,4572548,"(416437, 4572548)",41.30006130702718,2.0018695719258734
734,Semicircular  txapa pintada gris 40 L.,416475,4572530,"(416475, 4572530)",41.29990312633619,2.0023258732931826
735,Semicircular  txapa pintada gris 40 L.,416537,4572600,"(416537, 4572600)",41.30053999003374,2.003056730393124
736,Circular txapa pintada gris 60 L.,416610,4572651,"(416610, 4572651)",41.30100686448802,2.0039215799955437
737,Circular acer inox. 60 L.,416597,4572663,"(416597, 4572663)",41.30111359763063,2.0037646749670954
738,Circular txapa pintada gris 60 L.,416539,4572714,"(416539, 4572714)",41.301566926552674,2.003064979130214
739,Circular txapa pintada gris 60 L.,416569,4572679,"(416569, 4572679)",41.30125480523744,2.0034280740578088
740,Circular acer inox. 60 L.,416584,4572719,"(416584, 4572719)",41.30161661220573,2.0036017371355856
741,Circular acer inox. 60 L.,416560,4572769,"(416560, 4572769)",41.302064450556564,2.0033082433949625
742,Circular acer inox. 60 L.,416626,4572704,"(416626, 4572704)",41.301485857318404,2.0041054069687463
743,Circular acer inox. 60 L.,416585,4572680,"(416585, 4572680)",41.30126546594399,2.003619027080489
744,Circular txapa pintada gris 60 L.,416600,4572698,"(416600, 4572698)",41.301429131801015,2.0037957068309304
745,Circular acer inox. 60 L.,416673,4572748,"(416673, 4572748)",41.30188699441923,2.004660710392148
746,Circular acer inox. 60 L.,416699,4572795,"(416699, 4572795)",41.3023129801951,2.0049648000323517
747,Circular txapa pintada gris 60 L.,416696,4572744,"(416696, 4572744)",41.30185334385453,2.00493595286325
748,Circular txapa pintada gris 60 L.,416743,4572873,"(416743, 4572873)",41.303020021394566,2.005479632733087
749,Circular acer inox. 60 L.,416743,4572889,"(416743, 4572889)",41.30316412385429,2.005477443168264
750,Semicircular  txapa pintada gris 40 L.,416888,4572978,"(416888, 4572978)",41.30398064442204,2.0071970909844503
751,Circular txapa pintada gris 60 L.,416808,4573019,"(416808, 4573019)",41.30434166154914,2.0062359930739686
752,Circular txapa pintada gris 60 L.,416818,4572982,"(416818, 4572982)",41.30400945571237,2.0063604892139537
753,Circular txapa pintada gris 60 L.,416828,4572826,"(416828, 4572826)",41.30260548734295,2.0065012523642958
754,Semicircular  txapa pintada gris 40 L.,416756,4572656,"(416756, 4572656)",41.30106697275287,2.005664587503909
755,Circular txapa pintada gris 60 L.,417071,4573100,"(417071, 4573100)",41.30509825832939,2.009366147777004
756,Circular txapa pintada gris 60 L.,416988,4573177,"(416988, 4573177)",41.30578321543158,2.0083643005382363
757,Circular txapa pintada gris 60 L.,416996,4573168,"(416996, 4573168)",41.30570298093068,2.008461080400312
758,Circular acer inox. 60 L.,416525,4572857,"(416525, 4572857)",41.30285339315671,2.002878154914991
759,Circular acer inox. 60 L.,416538,4572827,"(416538, 4572827)",41.30258454615891,2.0030375348640543
760,Circular txapa pintada gris 60 L.,416551,4572809,"(416551, 4572809)",41.302423775696674,2.003195267585967
761,Circular acer inox. 60 L.,416440,4572751,"(416440, 4572751)",41.30188991634833,2.0018775224329235
762,Circular txapa pintada gris 60 L.,416419,4572614,"(416419, 4572614)",41.300653864925636,2.0016455337350387
763,Circular txapa pintada gris 60 L.,416359,4572724,"(416359, 4572724)",41.30163835080753,2.0009138317103274
764,Circular txapa pintada gris 60 L.,416302,4572759,"(416302, 4572759)",41.301947663553754,2.0002282551051547
765,Tenerife 60 L.,415796,4573347,"(415796, 4573347)",41.30719075956903,1.9941035927199249
766,Circular txapa pintada gris 60 L.,416524,4573449,"(416524, 4573449)",41.30818507414494,2.0027849745788187
767,Circular txapa pintada gris 60 L.,416323,4569305,"(416323, 4569305)",41.27084167784352,2.0009537201360748
768,Circular txapa pintada gris 60 L.,416298,4569393,"(416298, 4569393)",41.2716316542556,2.000643193153584
769,Circular txapa pintada gris 60 L.,416266,4569515,"(416266, 4569515)",41.27272712281215,2.000244421177525
770,Circular txapa pintada gris 60 L.,416224,4569164,"(416224, 4569164)",41.26956150751466,1.9997912838027563
771,Circular txapa pintada gris 60 L.,416228,4569172,"(416228, 4569172)",41.26963397389748,1.9998379334725862
772,Gruss acer inox. 63L.,416689,4573393,"(416689, 4573393)",41.30769777419948,2.004763470775787
773,Gruss acer inox. 63L.,416689,4573402,"(416689, 4573402)",41.30777883174981,2.0047622380580976
774,Gruss acer inox. 63L.,416718,4573418,"(416718, 4573418)",41.30792592863848,2.0051064328228274
775,Gruss acer inox. 63L.,416695,4573435,"(416695, 4573435)",41.30807666241469,2.004829384339368
776,Gruss acer inox. 63L.,416670,4573388,"(416670, 4573388)",41.307650779713924,2.0045372138496558
777,Gruss acer inox. 63L.,416665,4573373,"(416665, 4573373)",41.30751516727968,2.004479547440883
778,Gruss acer inox. 63L.,416684,4573378,"(416684, 4573378)",41.307562161873975,2.0047058038563925
779,Gruss acer inox. 63L.,416665,4573357,"(416665, 4573357)",41.30737106497293,2.004481739537621
780,Gruss acer inox. 63L.,416703,4573336,"(416703, 4573336)",41.307185855438824,2.004938496938444
781,Gruss acer inox. 63L.,416768,4573264,"(416768, 4573264)",41.3065441039881,2.0057247232995583
782,Gruss acer inox. 63L.,416803,4573238,"(416803, 4573238)",41.3063135479966,2.0061463231002152
783,Gruss acer inox. 63L.,416829,4573210,"(416829, 4573210)",41.30606404977246,2.006460697183375
784,Gruss acer inox. 63L.,416867,4573183,"(416867, 4573183)",41.30582479375798,2.006918259920784
785,Gruss acer inox. 63L.,416865,4573160,"(416865, 4573160)",41.30561744037321,2.006897515268605
786,Gruss acer inox. 63L.,416897,4573148,"(416897, 4573148)",41.305512660573555,2.0072813607353037
787,Gruss acer inox. 63L.,416940,4573106,"(416940, 4573106)",41.3051388199046,2.00780068412482
788,Gruss acer inox. 63L.,416979,4573072,"(416979, 4573072)",41.30483661644719,2.0082711346520905
789,Gruss acer inox. 63L.,417020,4573041,"(417020, 4573041)",41.30456163594995,2.0087650591363153
790,Gruss acer inox. 63L.,417040,4573014,"(417040, 4573014)",41.304320519737914,2.0090076162014645
791,Gruss acer inox. 63L.,417076,4572989,"(417076, 4572989)",41.30409906054257,2.009440997557825
792,Gruss acer inox. 63L.,417108,4572961,"(417108, 4572961)",41.303850169459125,2.0098270102238076
793,Gruss acer inox. 63L.,417128,4572942,"(417128, 4572942)",41.303681102229504,2.0100684709813104
794,Gruss acer inox. 63L.,417163,4572914,"(417163, 4572914)",41.30343251700211,2.010490309469939
795,Gruss acer inox. 63L.,417154,4572908,"(417154, 4572908)",41.303377554371124,2.010383634526601
796,Semicircular  txapa pintada gris 40 L.,416599,4573361,"(416599, 4573361)",41.307400269573996,2.003692870604953
797,Circular txapa pintada gris 60 L.,416669,4573439,"(416669, 4573439)",41.30811000248489,2.0045182824197116
798,Circular txapa pintada gris 60 L.,416658,4573444,"(416658, 4573444)",41.30815389802116,2.004386209058443
799,Circular txapa pintada gris 60 L.,416616,4573500,"(416616, 4573500)",41.30865391544422,2.0038768673360203
800,Circular txapa pintada gris 60 L.,416168,4573302,"(416168, 4573302)",41.3068242174892,1.9985530342705928
801,Circular txapa pintada gris 60 L.,416214,4573394,"(416214, 4573394)",41.30765758348419,1.999089791695775
802,Circular txapa pintada gris 60 L.,416188,4573390,"(416188, 4573390)",41.307618857006254,1.9987797914897432
803,Circular txapa pintada gris 60 L.,416150,4573560,"(416150, 4573560)",41.30914599182069,1.9983024729863734
804,Circular acer inox. 60 L.,416788,4572769,"(416788, 4572769)",41.30208799767159,2.0060313126524414
805,Circular txapa pintada gris 60 L.,416848,4572688,"(416848, 4572688)",41.30136466441881,2.0067589802958468
806,Circular txapa pintada gris 60 L.,416840,4572700,"(416840, 4572700)",41.30147191682536,2.006661794863916
807,Circular txapa pintada gris 60 L.,413479,4574160,"(413479, 4574160)",41.314267684719425,1.9663134335441979
808,Circular txapa pintada gris 60 L.,413561,4574152,"(413561, 4574152)",41.31420442744231,1.9672940913008776
809,Circular txapa pintada gris 60 L.,413260,4574278,"(413260, 4574278)",41.31530689993691,1.9636805658061802
810,Circular acer inox. 60 L.,413289,4574282,"(413289, 4574282)",41.31534604365775,1.9640264163070804
811,Circular txapa pintada gris 60 L.,413598,4574313,"(413598, 4574313)",41.31565840333023,1.9677131913974797
812,Circular txapa pintada gris 60 L.,413470,4574327,"(413470, 4574327)",41.31577076713271,1.9661821590402695
813,Circular txapa pintada gris 60 L.,416337,4569180,"(416337, 4569180)",41.26971732268827,2.00113800721497
814,Circular txapa pintada gris 60 L.,416352,4569171,"(416352, 4569171)",41.26963781820388,2.001318303169382
815,Circular txapa pintada gris 60 L.,418084,4569150,"(418084, 4569150)",41.26962618854655,2.0219967273083213
816,Circular txapa pintada gris 60 L.,418090,4569167,"(418090, 4569167)",41.269779907529,2.022066066978209
817,Circular txapa pintada gris 60 L.,418242,4569167,"(418242, 4569167)",41.269795307155675,2.0238805617865068
818,Circular txapa pintada gris 60 L.,418281,4569192,"(418281, 4569192)",41.2700244164393,2.0243427707909842
819,Circular acer inox. 60 L.,418470,4569195,"(418470, 4569195)",41.27007053534677,2.026598560636031
820,Circular txapa pintada gris 60 L.,418643,4569222,"(418643, 4569222)",41.27033115508923,2.028660149681155
821,Semicircular  txapa pintada gris 40 L.,418673,4569238,"(418673, 4569238)",41.270478280573705,2.0290161419675212
822,Circular txapa pintada gris 60 L.,418691,4569225,"(418691, 4569225)",41.270363008010406,2.0292327535555255
823,Circular txapa pintada gris 60 L.,418822,4569235,"(418822, 4569235)",41.27046624980045,2.0307952466274473
824,Circular txapa pintada gris 60 L.,418952,4569253,"(418952, 4569253)",41.27064142230904,2.032344743392268
825,Circular txapa pintada gris 60 L.,418974,4569272,"(418974, 4569272)",41.27081475358933,2.0326048454907553
826,Circular txapa pintada gris 60 L.,419118,4569268,"(419118, 4569268)",41.27079316023593,2.034324403967813
827,Circular txapa pintada gris 60 L.,419134,4569282,"(419134, 4569282)",41.27092085374746,2.03451354916941
828,Circular acer inox. 60 L.,419191,4569263,"(419191, 4569263)",41.27075543436699,2.0351965184811576
829,Circular acer inox. 60 L.,419388,4569256,"(419388, 4569256)",41.270712073996854,2.0375491696643753
830,Circular txapa pintada gris 60 L.,419509,4569271,"(419509, 4569271)",41.27085923937005,2.0389916487809194
831,Circular txapa pintada gris 60 L.,419537,4569285,"(419537, 4569285)",41.27098812084557,2.0393240563158814
832,Circular txapa pintada gris 60 L.,419696,4569340,"(419696, 4569340)",41.27149930507017,2.041214910036512
833,Circular txapa pintada gris 60 L.,419737,4569352,"(419737, 4569352)",41.27161145907279,2.0417027809974586
834,Circular txapa pintada gris 60 L.,419782,4569256,"(419782, 4569256)",41.270751300650964,2.042252622505764
835,Circular txapa pintada gris 60 L.,417851,4569142,"(417851, 4569142)",41.26953047348051,2.0192163854763656
836,Circular txapa pintada gris 60 L.,417858,4569126,"(417858, 4569126)",41.269387081461744,2.019302103902364
837,Circular txapa pintada gris 60 L.,417823,4569122,"(417823, 4569122)",41.26934749547007,2.0188848350206015
838,Circular txapa pintada gris 60 L.,417459,4569078,"(417459, 4569078)",41.2689140962531,2.01454559531497
839,Circular txapa pintada gris 60 L.,417479,4569083,"(417479, 4569083)",41.26896117212704,2.0147836638349492
840,Circular txapa pintada gris 60 L.,417473,4569095,"(417473, 4569095)",41.269068636928075,2.014710415137239
841,Circular txapa pintada gris 60 L.,417470,4569079,"(417470, 4569079)",41.268924226700086,2.0146767699417802
842,Circular txapa pintada gris 60 L.,417202,4569069,"(417202, 4569069)",41.268806735471756,2.0114789399899866
843,Circular txapa pintada gris 60 L.,417083,4569054,"(417083, 4569054)",41.26865943178236,2.0100604489480283
844,Circular txapa pintada gris 60 L.,417032,4569037,"(417032, 4569037)",41.26850108505801,2.009453965418773
845,Circular txapa pintada gris 60 L.,417055,4569038,"(417055, 4569038)",41.26851245358751,2.0097283845474743
846,Circular txapa pintada gris 60 L.,416870,4569028,"(416870, 4569028)",41.26840337122381,2.0075213701835093
847,Circular txapa pintada gris 60 L.,416825,4569028,"(416825, 4569028)",41.268398738900956,2.006984198124585
848,Circular txapa pintada gris 60 L.,416649,4569034,"(416649, 4569034)",41.26843463604466,2.0048824391441635
849,Circular txapa pintada gris 60 L.,416578,4569039,"(416578, 4569039)",41.26847233896635,2.0040342169400023
850,Circular txapa pintada gris 60 L.,416570,4569052,"(416570, 4569052)",41.2685885966308,2.0039369400622307
851,Circular acer inox. 60 L.,416344,4569040,"(416344, 4569040)",41.268457145333116,2.001240786363959
852,Circular txapa pintada gris 60 L.,416319,4569090,"(416319, 4569090)",41.268904878112565,2.000935492439819
853,Circular txapa pintada gris 60 L.,416319,4569090,"(416319, 4569090)",41.268904878112565,2.000935492439819
854,Circular txapa pintada gris 60 L.,417614,4568814,"(417614, 4568814)",41.26655220704065,2.0164315601807243
855,Tramontana C23F 45L.,417621,4568785,"(417621, 4568785)",41.2662917326582,2.0165190376420195
856,Tramontana C23F 45L.,417573,4568759,"(417573, 4568759)",41.266052667663544,2.0159495870472046
857,Tramontana C23F 45L.,417523,4568744,"(417523, 4568744)",41.2659124670801,2.0153547787868367
858,Tramontana C23F 45L.,417471,4568803,"(417471, 4568803)",41.266438539167886,2.0147260802158464
859,Tramontana C23F 45L.,417428,4568730,"(417428, 4568730)",41.26577667162327,2.0142226859891803
860,Tramontana C23F 45L.,417392,4568727,"(417392, 4568727)",41.26574597171427,2.0137933712616745
861,Tramontana C23F 45L.,417357,4568729,"(417357, 4568729)",41.265760404928685,2.0133753157415937
862,Tramontana C23F 45L.,417321,4568727,"(417321, 4568727)",41.26573870834768,2.0129458659373034
863,Circular txapa pintada gris 60 L.,417306,4568725,"(417306, 4568725)",41.26571916007106,2.012767086889846
864,Circular txapa pintada gris 60 L.,417296,4568724,"(417296, 4568724)",41.265709129893665,2.012647855692759
865,Tramontana C23F 45L.,417297,4568760,"(417297, 4568760)",41.266033465610434,2.0126549078095226
866,Tramontana C23F 45L.,417296,4568794,"(417296, 4568794)",41.26633958359411,2.0126383577309768
867,Tramontana C23F 45L.,417249,4568720,"(417249, 4568720)",41.26566829094725,2.0120873745555516
868,Tramontana C23F 45L.,417217,4568719,"(417217, 4568719)",41.265656005954995,2.011705536747836
869,Tramontana C23F 45L.,417135,4568741,"(417135, 4568741)",41.26584574147172,2.0107237389270587
870,Tramontana C23F 45L.,417133,4568764,"(417133, 4568764)",41.26605268527247,2.0106967386221752
871,Tramontana C23F 45L.,417129,4568823,"(417129, 4568823)",41.26658365700492,2.010640969949467
872,Circular txapa pintada gris 60 L.,417118,4568720,"(417118, 4568720)",41.26565486151189,2.0105236704486265
873,Tramontana C23F 45L.,417884,4569119,"(417884, 4569119)",41.26932667960078,2.0196134190002812
874,Tramontana C23F 45L.,417904,4569120,"(417904, 4569120)",41.26933771906466,2.019852031700313
875,Tramontana C23F 45L.,417883,4569036,"(417883, 4569036)",41.26857903879804,2.0196126652265893
876,Tramontana C23F 45L.,417906,4569035,"(417906, 4569035)",41.26857237013902,2.0198873563202215
877,Tramontana C23F 45L.,417884,4569008,"(417884, 4569008)",41.268326958554354,2.019628375098803
878,Tramontana C23F 45L.,417907,4569008,"(417907, 4569008)",41.26832929634327,2.0199029304358835
879,Tramontana C23F 45L.,417885,4568935,"(417885, 4568935)",41.26766958590953,2.0196501477489126
880,Tramontana C23F 45L.,417907,4568935,"(417907, 4568935)",41.26767182199045,2.0199127632644074
881,Tramontana C23F 45L.,417876,4568923,"(417876, 4568923)",41.26756059300524,2.0195443310716916
882,Tramontana C23F 45L.,417918,4568925,"(417918, 4568925)",41.26758287481692,2.020045417790302
883,Tramontana C23F 45L.,418294,4568850,"(418294, 4568850)",41.26694550527639,2.024543808585712
884,Tramontana C23F 45L.,418237,4568850,"(418237, 4568850)",41.26693973801098,2.0238634023192086
885,Tramontana C23F 45L.,418183,4568862,"(418183, 4568862)",41.26704234867906,2.023217196251822
886,Tramontana C23F 45L.,418133,4568872,"(418133, 4568872)",41.26712734807129,2.0226190048002657
887,Tramontana C23F 45L.,418083,4568874,"(418083, 4568874)",41.26714029229683,2.0220218870708297
888,Tramontana C23F 45L.,418027,4568867,"(418027, 4568867)",41.2670715660589,2.0213543577242596
889,Tramontana C23F 45L.,417975,4568852,"(417975, 4568852)",41.26693119011952,2.020735654275899
890,Tramontana C23F 45L.,417924,4568837,"(417924, 4568837)",41.26679091248369,2.0201288904469705
891,Circular txapa pintada gris 60 L.,417941,4568856,"(417941, 4568856)",41.26696376306005,2.0203292598991927
892,Tramontana C23F 45L.,417887,4568835,"(417887, 4568835)",41.26676913935458,2.0196874942643452
893,Tramontana C23F 45L.,417830,4568840,"(417830, 4568840)",41.26680837589706,2.0190064167439186
894,Tramontana C23F 45L.,417772,4568841,"(417772, 4568841)",41.26681148062852,2.0183139412115643
895,Circular txapa pintada gris 60 L.,417755,4568838,"(417755, 4568838)",41.26678273052663,2.0181114186112077
896,Tramontana C23F 45L.,417717,4568832,"(417717, 4568832)",41.2667248218364,2.0176586264071457
897,Circular txapa pintada gris 60 L.,417685,4568820,"(417685, 4568820)",41.26661348382347,2.0172782666067715
898,Tramontana C23F 45L.,417084,4568737,"(417084, 4568737)",41.26580448261438,2.010115511228843
899,Tramontana C23F 45L.,417022,4568760,"(417022, 4568760)",41.26600526552588,2.009372305223055
900,Tramontana C23F 45L.,416990,4568761,"(416990, 4568761)",41.26601098445511,2.008990193765604
901,Tramontana C23F 45L.,416950,4568751,"(416950, 4568751)",41.26591680854114,2.0085140872242717
902,Tramontana C23F 45L.,416913,4568819,"(416913, 4568819)",41.266525443790485,2.0080631596285246
903,Circular txapa pintada gris 60 L.,416915,4568752,"(416915, 4568752)",41.265922216088065,2.0080961661383863
904,Tramontana C23F 45L.,416883,4568733,"(416883, 4568733)",41.265747801419195,2.0077167823651907
905,Tramontana C23F 45L.,416822,4568730,"(416822, 4568730)",41.26571450360953,2.0069890546679106
906,Tramontana C23F 45L.,416770,4568729,"(416770, 4568729)",41.265700141427075,2.006368484633062
907,Tramontana C23F 45L.,416719,4568716,"(416719, 4568716)",41.265577801433,2.005761491141119
908,Tramontana C23F 45L.,416681,4568711,"(416681, 4568711)",41.26552885083186,2.0053085824229773
909,Circular txapa pintada gris 60 L.,416646,4568701,"(416646, 4568701)",41.26543517569375,2.0048921680024554
910,Circular txapa pintada gris 60 L.,416614,4568698,"(416614, 4568698)",41.26540485394429,2.004510606972432
911,Tramontana C23F 45L.,416587,4568698,"(416587, 4568698)",41.26540206658768,2.00418831876123
912,Tramontana C23F 45L.,416556,4568697,"(416556, 4568697)",41.26538985871865,2.0038184210989534
913,Tramontana C23F 45L.,416526,4568697,"(416526, 4568697)",41.26538675944812,2.003460323246605
914,Tramontana C23F 45L.,416495,4568696,"(416495, 4568696)",41.26537454924228,2.0030904258526507
915,Tramontana C23F 45L.,416455,4568696,"(416455, 4568696)",41.26537041361631,2.0026129622792617
916,Circular acer inox. 60 L.,416734,4568771,"(416734, 4568771)",41.2660747031258,2.005933027392221
917,Circular acer inox. 60 L.,416821,4568799,"(416821, 4568799)",41.26633584680008,2.006967701959326
918,Circular acer inox. 60 L.,416931,4568856,"(416931, 4568856)",41.26686053427284,2.0082729796906555
919,Circular acer inox. 60 L.,417023,4568878,"(417023, 4568878)",41.26706813190727,2.009368177841781
920,Circular txapa pintada gris 60 L.,416651,4568913,"(416651, 4568913)",41.26734506106434,2.0049228609415186
921,Circular txapa pintada gris 60 L.,417291,4568854,"(417291, 4568854)",41.26687946050869,2.012570531885255
922,Circular txapa pintada gris 60 L.,417463,4568879,"(417463, 4568879)",41.267122214742166,2.014620293962418
923,Circular txapa pintada gris 60 L.,417478,4568881,"(417478, 4568881)",41.267141760184806,2.0147990774385605
924,Circular txapa pintada gris 60 L.,417603,4568885,"(417603, 4568885)",41.26719054591982,2.016290656499328
925,Tramontana C23F 45L.,417641,4568887,"(417641, 4568887)",41.267212434046,2.016743991108975
926,Tramontana C23F 45L.,417654,4568890,"(417654, 4568890)",41.26724077881729,2.016898766465109
927,Tramontana C23F 45L.,417731,4568892,"(417731, 4568892)",41.2672666373664,2.017817644167831
928,Tramontana C23F 45L.,417750,4568893,"(417750, 4568893)",41.26727757865111,2.0180443120071434
929,Circular txapa pintada gris 60 L.,417868,4568907,"(417868, 4568907)",41.267415675689534,2.0194509907982705
930,Tramontana C23F 45L.,418044,4568934,"(418044, 4568934)",41.26767672669552,2.0215482768368287
931,Circular txapa pintada gris 60 L.,418054,4568957,"(418054, 4568957)",41.26788489077276,2.0216645551693375
932,Tramontana C23F 45L.,418223,4568968,"(418223, 4568968)",41.26800108893499,2.0236804524579255
933,Tramontana C23F 45L.,418239,4568990,"(418239, 4568990)",41.26820085174635,2.0238684954027755
934,Circular txapa pintada gris 60 L.,418243,4568970,"(418243, 4568970)",41.268021126433965,2.0239189270390847
935,Circular txapa pintada gris 60 L.,418347,4569005,"(418347, 4569005)",41.268346873678,2.025155701554752
