ID,NOM,Coord X,Coord Y,Coord X Y,LAT,LONG
936,Circular acer inox. 60 L.,418452,4569010,"(418452, 4569010)",41.26840251326954,2.0264084400408087
937,Circular acer inox. 60 L.,418457,4568892,"(418457, 4568892)",41.26734024915838,2.0264839137541544
938,Circular txapa pintada gris 60 L.,418463,4568940,"(418463, 4568940)",41.26777316759614,2.0265491144569796
939,Circular acer inox. 60 L.,418678,4569009,"(418678, 4569009)",41.268416290839816,2.0291063880483167
940,Circular acer inox. 60 L.,418680,4568998,"(418680, 4568998)",41.26831742044312,2.029131730260296
941,Circular txapa pintada gris 60 L.,418687,4568993,"(418687, 4568993)",41.268273092503506,2.029215957894197
942,Circular txapa pintada gris 60 L.,418685,4568941,"(418685, 4568941)",41.26780455198747,2.02919902131792
943,Circular txapa pintada gris 60 L.,418806,4569060,"(418806, 4569060)",41.26888849987414,2.0306275604714448
944,Circular txapa pintada gris 60 L.,419008,4569108,"(419008, 4569108)",41.2693410927508,2.033032523126884
945,Circular txapa pintada gris 60 L.,418990,4569109,"(418990, 4569109)",41.26934829423057,2.0328175166455105
946,Circular txapa pintada gris 60 L.,418692,4569137,"(418692, 4569137)",41.26957053491909,2.029256432252176
947,Circular acer inox. 60 L.,418462,4569135,"(418462, 4569135)",41.26952933702996,2.026511088268709
948,Tramontana C23F 45L.,418243,4569113,"(418243, 4569113)",41.26930905703548,2.0238997436557664
949,Tramontana C23F 45L.,418234,4569096,"(418234, 4569096)",41.26915503542793,2.023794588078684
950,Tramontana C23F 45L.,418054,4569073,"(418054, 4569073)",41.268929645011106,2.0216489580564456
951,Tramontana C23F 45L.,418042,4569042,"(418042, 4569042)",41.26864922600209,2.02150987928709
952,Tramontana C23F 45L.,417734,4569019,"(417734, 4569019)",41.26841076745874,2.017836312799399
953,Tramontana C23F 45L.,417717,4569034,"(417717, 4569034)",41.26854413331195,2.017631355295485
954,Circular txapa pintada gris 60 L.,417646,4569017,"(417646, 4569017)",41.268383787487615,2.0167861099795727
955,Circular txapa pintada gris 60 L.,417463,4568968,"(417463, 4568968)",41.26792379185635,2.014608241453757
956,Circular txapa pintada gris 60 L.,417479,4569006,"(417479, 4569006)",41.268267672921475,2.0147940898386443
957,Circular txapa pintada gris 60 L.,416718,4573271,"(416718, 4573271)",41.30660198839815,2.00512655972254
958,Circular txapa pintada gris 60 L.,416724,4573263,"(416724, 4573263)",41.30653055662751,2.005199319629819
959,Circular txapa pintada gris 60 L.,416726,4573250,"(416726, 4573250)",41.30641367991641,2.005224987519667
960,Circular acer inox. 60 L.,416733,4573247,"(416733, 4573247)",41.30638738328806,2.005309006740128
961,Circular txapa pintada gris 60 L.,416741,4573223,"(416741, 4573223)",41.3061720554378,2.0054078442976593
962,Circular txapa pintada gris 60 L.,416757,4573236,"(416757, 4573236)",41.306290789804954,2.005597169881603
963,Circular acer inox. 60 L.,416742,4573261,"(416742, 4573261)",41.30651440178723,2.0054145872025253
964,Circular acer inox. 60 L.,416732,4573274,"(416732, 4573274)",41.30663045281057,2.0052933666495667
965,Circular txapa pintada gris 60 L.,416724,4573285,"(416724, 4573285)",41.30672869737056,2.0051963077540624
966,Circular txapa pintada gris 60 L.,416711,4573288,"(416711, 4573288)",41.30675437444485,2.005040623200816
967,Circular txapa pintada gris 60 L.,416702,4573301,"(416702, 4573301)",41.30687052831715,2.004931345701464
968,Circular txapa pintada gris 60 L.,416699,4573316,"(416699, 4573316)",41.30700531447474,2.0048934590158187
969,Circular acer inox. 60 L.,416678,4573349,"(416678, 4573349)",41.30730035670236,2.0046381106863955
970,Tenerife 60 L.,416692,4573289,"(416692, 4573289)",41.3067614189081,2.00481354757271
971,Tenerife 60 L.,416670,4573256,"(416670, 4573256)",41.30646193557945,2.0045552972101732
972,Tenerife 60 L.,416678,4573244,"(416678, 4573244)",41.30635468516557,2.0046524936309575
973,Tenerife 60 L.,416723,4573238,"(416723, 4573238)",41.30630529345297,2.005190798119579
974,Circular txapa pintada gris 60 L.,416912,4572655,"(416912, 4572655)",41.30107404602869,2.007527849304019
975,Circular txapa pintada gris 60 L.,416852,4572335,"(416852, 4572335)",41.298185812983796,2.006854988923017
976,Circular txapa pintada gris 60 L.,416748,4572459,"(416748, 4572459)",41.299291884848785,2.005595996099485
977,Circular txapa pintada gris 60 L.,417027,4572287,"(417027, 4572287)",41.29777151818342,2.0089514867507043
978,Circular txapa pintada gris 60 L.,417267,4572434,"(417267, 4572434)",41.29912010519097,2.011797707112339
979,Circular acer inox. 60 L.,417327,4572527,"(417327, 4572527)",41.299963852686645,2.0125016382610625
980,Circular txapa pintada gris 60 L.,417395,4572607,"(417395, 4572607)",41.30069133145348,2.0133028969985998
981,Circular txapa pintada gris 60 L.,417454,4572659,"(417454, 4572659)",41.30116570399637,2.0140004833723655
982,Circular txapa pintada gris 60 L.,417491,4572627,"(417491, 4572627)",41.300881282699905,2.0144467194440168
983,Semicircular  txapa pintada gris 40 L.,417500,4572579,"(417500, 4572579)",41.30044989424195,2.0145607155584804
984,Circular txapa pintada gris 60 L.,417569,4572542,"(417569, 4572542)",41.3001237082616,2.015389796877746
985,Circular txapa pintada gris 60 L.,417225,4572432,"(417225, 4572432)",41.29909778493116,2.011296382770113
986,Circular txapa pintada gris 60 L.,414169,4572416,"(414169, 4572416)",41.29863440464602,1.974801836091284
987,Circular txapa pintada gris 60 L.,414141,4572473,"(414141, 4572473)",41.299144786323595,1.974459402392222
988,Circular txapa pintada gris 60 L.,413948,4572350,"(413948, 4572350)",41.298016449945095,1.9721718673616506
989,Circular txapa pintada gris 60 L.,414027,4572560,"(414027, 4572560)",41.299916197883164,1.9730856499448362
990,Circular txapa pintada gris 60 L.,413959,4572551,"(413959, 4572551)",41.299827892828134,1.9722748139477264
991,Circular txapa pintada gris 60 L.,413833,4572504,"(413833, 4572504)",41.2993911505306,1.9707766825861854
992,Circular txapa pintada gris 60 L.,413910,4572401,"(413910, 4572401)",41.29847171892171,1.9717108403010637
993,Circular txapa pintada gris 60 L.,413932,4572615,"(413932, 4572615)",41.30040141745389,1.9719433069750398
994,Circular txapa pintada gris 60 L.,413753,4572615,"(413753, 4572615)",41.30038230391224,1.9698055360748452
995,Circular txapa pintada gris 60 L.,413639,4572665,"(413639, 4572665)",41.300820425576894,1.968436955206424
996,Circular acer inox. 60 L.,413610,4572815,"(413610, 4572815)",41.30216826639632,1.9680693126524926
997,Circular txapa pintada gris 60 L.,413659,4572784,"(413659, 4572784)",41.301894316163214,1.968658927119576
998,Circular txapa pintada gris 60 L.,413772,4572787,"(413772, 4572787)",41.301933419595514,1.9700080749209328
999,Circular txapa pintada gris 60 L.,413770,4572777,"(413770, 4572777)",41.30184314277937,1.9699856059094636
1000,Circular txapa pintada gris 60 L.,413889,4572687,"(413889, 4572687)",41.301045284071904,1.9714195745170575
1001,Circular txapa pintada gris 60 L.,413660,4572498,"(413660, 4572498)",41.29931861989547,1.9687114527464995
1002,Circular txapa pintada gris 60 L.,413572,4572607,"(413572, 4572607)",41.300290886030105,1.9676450178790208
1003,Circular txapa pintada gris 60 L.,413662,4572600,"(413662, 4572600)",41.30023747716743,1.968720865505374
1004,Circular txapa pintada gris 60 L.,413445,4572538,"(413445, 4572538)",41.29965583788733,1.966138094743656
1005,Circular txapa pintada gris 60 L.,413546,4572488,"(413546, 4572488)",41.29921635061729,1.9673514117790711
1006,Circular txapa pintada gris 60 L.,413485,4572465,"(413485, 4572465)",41.29900266767689,1.9666261816771473
1007,Circular txapa pintada gris 60 L.,413517,4572437,"(413517, 4572437)",41.29875392151127,1.9670123237694788
1008,Circular txapa pintada gris 60 L.,413631,4572397,"(413631, 4572397)",41.29840587931726,1.9683794510513724
1009,Circular txapa pintada gris 60 L.,413763,4572342,"(413763, 4572342)",41.29792464985022,1.9699636533695857
1010,Circular txapa pintada gris 60 L.,413844,4572344,"(413844, 4572344)",41.29795131479564,1.9709307048869196
1011,Circular txapa pintada gris 60 L.,413756,4572453,"(413756, 4572453)",41.298923602364,1.9698643252547758
1012,Circular txapa pintada gris 60 L.,416040,4572640,"(416040, 4572640)",41.300848682213726,1.9971155476046871
1013,Circular txapa pintada gris 60 L.,416937,4572660,"(416937, 4572660)",41.301121652164404,2.0078257445905376
1014,Circular txapa pintada gris 60 L.,416926,4572652,"(416926, 4572652)",41.30104846836401,2.007695462501585
1015,Circular txapa pintada gris 60 L.,417018,4572497,"(417018, 4572497)",41.29966194086572,2.00881536729728
1016,Circular txapa pintada gris 60 L.,417074,4572443,"(417074, 4572443)",41.299181351362,2.009491526642535
1017,Circular txapa pintada gris 60 L.,417141,4572304,"(417141, 4572304)",41.29793634128269,2.010310619343348
1018,Circular txapa pintada gris 60 L.,417270,4572073,"(417270, 4572073)",41.295869091582766,2.011882610966008
1019,Circular txapa pintada gris 60 L.,417365,4571899,"(417365, 4571899)",41.29431170499599,2.0130407424632883
1020,Circular txapa pintada gris 60 L.,417339,4571947,"(417339, 4571947)",41.294741351340626,2.0127237342195667
1021,Circular txapa pintada gris 60 L.,417291,4572086,"(417291, 4572086)",41.29598832777499,2.012131630084541
1022,Circular txapa pintada gris 60 L.,417257,4572135,"(417257, 4572135)",41.29642615753346,2.0117189333944303
1023,Circular txapa pintada gris 60 L.,417250,4572160,"(417250, 4572160)",41.29665060053472,2.011631938188503
1024,Circular txapa pintada gris 60 L.,417284,4572122,"(417284, 4572122)",41.29631184188316,2.012043141868221
1025,Circular txapa pintada gris 60 L.,417547,4572253,"(417547, 4572253)",41.29751860020685,2.015166210284616
1026,Circular txapa pintada gris 60 L.,417599,4572261,"(417599, 4572261)",41.29759596334462,2.015786136761471
1027,Circular txapa pintada gris 60 L.,417606,4572146,"(417606, 4572146)",41.2965609373478,2.015885303993484
1028,Circular txapa pintada gris 60 L.,417777,4572296,"(417777, 4572296)",41.29792934570243,2.01790717541322
1029,Circular txapa pintada gris 60 L.,417838,4572481,"(417838, 4572481)",41.29960175155087,2.0186106942839994
1030,Circular txapa pintada gris 60 L.,417691,4572363,"(417691, 4572363)",41.29852400978102,2.0168710517920516
1031,Circular txapa pintada gris 60 L.,417651,4572459,"(417651, 4572459)",41.29938454686853,2.0163803531367215
1032,Circular txapa pintada gris 60 L.,417774,4572708,"(417774, 4572708)",41.30163969433269,2.017815673783708
1033,Circular txapa pintada gris 60 L.,417782,4572698,"(417782, 4572698)",41.30155044519069,2.0179125711175394
1034,Circular txapa pintada gris 60 L.,417424,4572416,"(417424, 4572416)",41.298974071557836,2.0136751658034586
1035,Circular txapa pintada gris 60 L.,417422,4572380,"(417422, 4572380)",41.29864963530511,2.0136561655908216
1036,Circular txapa pintada gris 60 L.,417212,4572243,"(417212, 4572243)",41.297394236575634,2.011166839076364
1037,Circular txapa pintada gris 60 L.,417153,4572310,"(417153, 4572310)",41.29799161194407,2.010453113131967
1038,Circular txapa pintada gris 60 L.,417436,4572711,"(417436, 4572711)",41.30163219657935,2.0137784503559217
1039,Circular txapa pintada gris 60 L.,417567,4572869,"(417567, 4572869)",41.30306860750384,2.0153216078878775
1040,Circular txapa pintada gris 60 L.,417430,4573007,"(417430, 4573007)",41.30429748475218,2.0136666184456007
1041,Circular txapa pintada gris 60 L.,417447,4573003,"(417447, 4573003)",41.304263198787964,2.01387020455831
1042,Circular txapa pintada gris 60 L.,417621,4572881,"(417621, 4572881)",41.3031822002624,2.0159649324263698
1043,Circular txapa pintada gris 60 L.,417692,4572821,"(417692, 4572821)",41.302649060657856,2.016821040340369
1044,Circular txapa pintada gris 60 L.,417766,4572742,"(417766, 4572742)",41.30194509792395,2.0177155323940066
1045,Circular txapa pintada gris 60 L.,417808,4572693,"(417808, 4572693)",41.30150806201493,2.0182237707613497
1046,Circular txapa pintada gris 60 L.,417924,4572560,"(417924, 4572560)",41.300322013278645,2.0196271266625527
1047,Circular txapa pintada gris 60 L.,416880,4572733,"(416880, 4572733)",41.301773250139775,2.0071350140273743
1048,Semicircular  txapa pintada gris 40 L.,416502,4573419,"(416502, 4573419)",41.30791260554324,2.00252631626941
1049,Semicircular  txapa pintada gris 40 L.,416493,4573451,"(416493, 4573451)",41.30819987829487,2.0024144238042236
1050,Circular txapa pintada gris 60 L.,416331,4573503,"(416331, 4573503)",41.30865142310659,2.000472279345668
1051,Circular txapa pintada gris 60 L.,417141,4572842,"(417141, 4572842)",41.30278179583653,2.010237357233222
1052,Circular txapa pintada gris 60 L.,417247,4572675,"(417247, 4572675)",41.301288602693134,2.0115260757500115
1053,Circular txapa pintada gris 60 L.,417226,4572637,"(417226, 4572637)",41.300944204517855,2.0112804387864567
1054,Circular txapa pintada gris 60 L.,417134,4572702,"(417134, 4572702)",41.30152017838329,2.010172821011249
1055,Circular txapa pintada gris 60 L.,417062,4572783,"(417062, 4572783)",41.3022423001333,2.0093018689046565
1056,Circular txapa pintada gris 60 L.,416971,4572707,"(416971, 4572707)",41.301548453119494,2.008225397157923
1057,Pedreta formigó 50 L.,417668,4571038,"(417668, 4571038)",41.2865881161263,2.016775583916267
1058,Pedreta formigó 50 L.,417654,4571038,"(417654, 4571038)",41.286586688149,2.016608416849201
1059,Pedreta formigó 50 L.,417780,4570617,"(417780, 4570617)",41.28280780859939,2.0181697635774385
1060,Pedreta formigó 50 L.,417907,4569810,"(417907, 4569810)",41.27555250263921,2.0197948825600283
1061,Pedreta formigó 50 L.,417906,4569497,"(417906, 4569497)",41.27273337022017,2.0198251175601105
1062,Circular txapa pintada gris 60 L.,418051,4569394,"(418051, 4569394)",41.27182042677071,2.0215699793050317
1063,Circular txapa pintada gris 60 L.,417977,4569328,"(417977, 4569328)",41.27121848648507,2.0206954639167183
1064,Circular txapa pintada gris 60 L.,418005,4569331,"(418005, 4569331)",41.271248348954295,2.021029316382668
1065,Circular txapa pintada gris 60 L.,418134,4569345,"(418134, 4569345)",41.271387525454735,2.022567402566383
1066,Circular txapa pintada gris 60 L.,418351,4569360,"(418351, 4569360)",41.27154458873529,2.025155887147523
1067,Circular txapa pintada gris 60 L.,418444,4569380,"(418444, 4569380)",41.27173411498963,2.026263425423389
1068,Circular txapa pintada gris 60 L.,418684,4569414,"(418684, 4569414)",41.272064535166294,2.029123969652623
1069,Circular acer inox. 60 L.,417562,4571414,"(417562, 4571414)",41.28996372504762,2.015458980095526
1070,Pedreta formigó 50 L.,417502,4571521,"(417502, 4571521)",41.29092128485517,2.0147280132606142
1071,Pedreta formigó 50 L.,417465,4571529,"(417465, 4571529)",41.290989553781614,2.0142851010241714
1072,Circular txapa pintada gris 60 L.,417422,4571847,"(417422, 4571847)",41.29384920446866,2.0137284857230098
1073,Circular txapa pintada gris 60 L.,417431,4571854,"(417431, 4571854)",41.29391317038863,2.013835012511316
1074,Circular acer inox. 60 L.,417422,4571872,"(417422, 4571872)",41.294074365481805,2.013725093987938
1075,Circular txapa pintada gris 60 L.,417487,4571904,"(417487, 4571904)",41.294369219893596,2.014496976911403
1076,Circular acer inox. 60 L.,417538,4571826,"(417538, 4571826)",41.29367192996426,2.0151165820826704
1077,Circular acer inox. 60 L.,417528,4571937,"(417528, 4571937)",41.29467062338378,2.0149821240429326
1078,Circular txapa pintada gris 60 L.,417542,4571951,"(417542, 4571951)",41.294798144154676,2.0151474149791304
1079,Circular txapa pintada gris 60 L.,417535,4571963,"(417535, 4571963)",41.294905506211585,2.015062195127509
1080,Circular txapa pintada gris 60 L.,417594,4571989,"(417594, 4571989)",41.29514570047514,2.015763253912998
1081,Circular acer inox. 60 L.,417683,4571858,"(417683, 4571858)",41.29397493884321,2.0168438147393326
1082,Circular acer inox. 60 L.,417694,4571865,"(417694, 4571865)",41.29403910588524,2.016974228558902
1083,Circular acer inox. 60 L.,417630,4571817,"(417630, 4571817)",41.29360026688833,2.01621644503668
1084,Circular acer inox. 60 L.,417617,4571805,"(417617, 4571805)",41.293490862610184,2.0160628260332607
1085,Circular acer inox. 60 L.,417614,4571813,"(417614, 4571813)",41.29356260795156,2.0160259179414584
1086,Circular acer inox. 60 L.,417626,4571822,"(417626, 4571822)",41.29364489086959,2.0161680012501657
1087,Circular acer inox. 60 L.,417588,4571788,"(417588, 4571788)",41.293334792246036,2.0157188166618876
1088,Circular acer inox. 60 L.,417577,4571780,"(417577, 4571780)",41.29326161735645,2.0155885409000427
1089,Circular acer inox. 60 L.,417587,4571765,"(417587, 4571765)",41.29312754185059,2.015709988977674
1090,Circular acer inox. 60 L.,417598,4571772,"(417598, 4571772)",41.29319171015551,2.015840399989144
1091,Circular acer inox. 60 L.,417520,4571738,"(417520, 4571738)",41.292877523451985,2.014913554183044
1092,Circular acer inox. 60 L.,417513,4571737,"(417513, 4571737)",41.292867801607905,2.01483009817984
1093,Circular acer inox. 60 L.,417501,4571729,"(417501, 4571729)",41.29279452350982,2.0146878827205756
1094,Circular txapa pintada gris 60 L.,417473,4571807,"(417473, 4571807)",41.29349416349216,2.0143429418804684
1095,Circular txapa pintada gris 60 L.,417454,4571789,"(417454, 4571789)",41.293330104441786,2.014118489568253
1096,Circular txapa pintada gris 60 L.,417694,4571839,"(417694, 4571839)",41.29380493820122,2.0169777443388526
1097,Circular acer inox. 60 L.,417706,4571848,"(417706, 4571848)",41.29388721995997,2.017119829386726
1098,Circular acer inox. 60 L.,417676,4571727,"(417676, 4571727)",41.29279437992377,2.0167779392895806
1099,Circular acer inox. 60 L.,417607,4571673,"(417607, 4571673)",41.292300990606954,2.015961275708287
1100,Circular txapa pintada gris 60 L.,415553,4570951,"(415553, 4570951)",41.28558608228699,1.9915336193542126
1101,Circular txapa pintada gris 60 L.,415593,4570925,"(415593, 4570925)",41.28535609927327,1.9920148326216813
1102,Circular txapa pintada gris 60 L.,415648,4570930,"(415648, 4570930)",41.28540687992571,1.992670850590049
1103,Circular txapa pintada gris 60 L.,415611,4570987,"(415611, 4570987)",41.285916377536914,1.9922211637195704
1104,Circular txapa pintada gris 60 L.,415728,4571056,"(415728, 4571056)",41.28655004109881,1.993608629024177
1105,Circular txapa pintada gris 60 L.,415778,4571039,"(415778, 4571039)",41.28640215039597,1.9942080012196979
1106,Circular txapa pintada gris 60 L.,415755,4571015,"(415755, 4571015)",41.28618359691745,1.9939366927818576
1107,Circular txapa pintada gris 60 L.,415922,4571152,"(415922, 4571152)",41.287434884602604,1.9959118144075931
1108,Circular txapa pintada gris 60 L.,415790,4570981,"(415790, 4570981)",41.28588103108165,1.9943593070558303
1109,Circular txapa pintada gris 60 L.,415738,4570977,"(415738, 4570977)",41.28583957952412,1.9937389653147395
1110,Circular txapa pintada gris 60 L.,415547,4570759,"(415547, 4570759)",41.28385622698137,1.9914886054724412
1111,Circular txapa pintada gris 60 L.,415601,4570689,"(415601, 4570689)",41.283231426106944,1.9921430621596665
1112,Circular txapa pintada gris 60 L.,415630,4570670,"(415630, 4570670)",41.2830633355922,1.9924919487156607
1113,Circular txapa pintada gris 60 L.,415707,4570748,"(415707, 4570748)",41.28377387781793,1.9934005153202827
1114,Circular txapa pintada gris 60 L.,415798,4570819,"(415798, 4570819)",41.28442282848743,1.9944772300952733
1115,Circular txapa pintada gris 60 L.,415851,4570870,"(415851, 4570870)",41.28488768115612,1.995103004304989
1116,Circular txapa pintada gris 60 L.,415883,4570890,"(415883, 4570890)",41.28507114410672,1.9954823253711056
1117,Circular txapa pintada gris 60 L.,415889,4570920,"(415889, 4570920)",41.2853419613909,1.9955498224791948
1118,Circular txapa pintada gris 60 L.,415858,4570908,"(415858, 4570908)",41.28523065410647,1.9951813344119755
1119,Tenerife 60 L.,417514,4572546,"(417514, 4572546)",41.300154113284805,2.0147323914505115
1120,Tenerife 60 L.,417494,4572532,"(417494, 4572532)",41.300025978396334,2.014495430327191
1121,Semicircular  txapa pintada gris 40 L.,416146,4572652,"(416146, 4572652)",41.30096778206059,1.9983798558733035
1122,Circular txapa pintada gris 60 L.,417558,4572495,"(417558, 4572495)",41.299699281957906,2.0152647920969295
1123,Circular txapa pintada gris 60 L.,417391,4572143,"(417391, 4572143)",41.29651193745953,2.0133181137043055
1124,Circular txapa pintada gris 60 L.,417483,4571622,"(417483, 4571622)",41.29182899373972,2.0144874380986204
1125,Pedreta formigó 50 L.,417862,4569479,"(417862, 4569479)",41.272566779810184,2.019302272435587
1126,Circular txapa pintada gris 60 L.,416959,4571291,"(416959, 4571291)",41.28879412241591,2.00827527537477
1127,Circular txapa pintada gris 60 L.,416791,4571193,"(416791, 4571193)",41.28789419175157,2.006282602331329
1128,Circular txapa pintada gris 60 L.,417153,4571354,"(417153, 4571354)",41.289381462720705,2.0105832337305127
1129,Circular txapa pintada gris 60 L.,415868,4571227,"(415868, 4571227)",41.28810473838205,1.9952566595329213
1130,Circular txapa pintada gris 60 L.,415784,4571348,"(415784, 4571348)",41.28918575299221,1.9942369035454184
1131,Circular txapa pintada gris 60 L.,415740,4571399,"(415740, 4571399)",41.28964048718683,1.9937044456967359
1132,Circular txapa pintada gris 60 L.,415806,4571318,"(415806, 4571318)",41.28891785614543,1.9945037519919282
1133,Circular txapa pintada gris 60 L.,415746,4571337,"(415746, 4571337)",41.28908271712547,1.9937846717792542
1134,Circular txapa pintada gris 60 L.,415614,4571199,"(415614, 4571199)",41.287826046400866,1.9922276035374513
1135,Circular txapa pintada gris 60 L.,415515,4571099,"(415515, 4571099)",41.28691505216678,1.9910593559006031
1136,Semicircular  txapa pintada gris 40 L.,414545,4573147,"(414545, 4573147)",41.305257940889234,1.9791895682066871
1137,Semicircular  txapa pintada gris 40 L.,414529,4573141,"(414529, 4573141)",41.305202207935956,1.978999310855022
1138,Semicircular  txapa pintada gris 40 L.,414528,4573108,"(414528, 4573108)",41.30490489318936,1.9789920036593984
1139,Circular txapa pintada gris 60 L.,414531,4573099,"(414531, 4573099)",41.304824154075284,1.97902909924524
1140,Circular txapa pintada gris 60 L.,414553,4573071,"(414553, 4573071)",41.304574307314304,1.979295793350167
1141,Circular txapa pintada gris 60 L.,414574,4573053,"(414574, 4573053)",41.30441441731313,1.979549137592187
1142,Semicircular  txapa pintada gris 40 L.,414488,4573139,"(414488, 4573139)",41.3051798504298,1.9785098977951563
1143,Circular txapa pintada gris 60 L.,417300,4569400,"(417300, 4569400)",41.27179791795293,2.0126038710802328
1144,Circular txapa pintada gris 60 L.,415778,4573286,"(415778, 4573286)",41.306639492146054,1.9938970435610142
1145,Circular txapa pintada gris 60 L.,416066,4573141,"(416066, 4573141)",41.3053635844375,1.9973569482923033
1147,Semicircular  txapa pintada gris 40 L.,414558,4573176,"(414558, 4573176)",41.30552050133983,1.979340764064715
1148,Circular txapa pintada gris 60 L.,414475,4573166,"(414475, 4573166)",41.30542164313596,1.9783508330147452
1149,Circular txapa pintada gris 60 L.,414498,4573172,"(414498, 4573172)",41.30547811909327,1.9786246971031916
1150,Semicircular  txapa pintada gris 40 L.,414501,4573188,"(414501, 4573188)",41.305622538254724,1.9786582797383159
1152,Circular txapa pintada gris 60 L.,414424,4573450,"(414424, 4573450)",41.307974029985765,1.9777017448793988
1153,Tenerife 60 L.,417800,4569135,"(417800, 4569135)",41.26946223960595,2.0186085220439964
1154,Reciclamax 140 L.,416898,4568740,"(416898, 4568740)",41.26581238986752,2.007894878147266
1155,Reciclamax 140 L.,417134,4568716,"(417134, 4568716)",41.265620476979436,2.010715200946117
1156,Reciclamax 140 L.,417494,4568739,"(417494, 4568739)",41.265864473350995,2.0150092903579457
1157,Reciclamax 140 L.,417738,4568834,"(417738, 4568834)",41.266744973575726,2.0179090311602943
1158,Reciclamax 140 L.,417665,4568810,"(417665, 4568810)",41.26652138070203,2.017040880106726
1159,Reciclamax 140 L.,417891,4568830,"(417891, 4568830)",41.26672451343915,2.019735915452334
1160,Reciclamax 140 L.,417907,4568831,"(417907, 4568831)",41.266735146066665,2.0199267711148563
1161,Reciclamax 140 L.,418044,4568867,"(418044, 4568867)",41.26707329096804,2.021557286144554
1162,Reciclamax 140 L.,417467,4568734,"(417467, 4568734)",41.26581668292157,2.0146876758805607
1163,Reciclamax 140 L.,418200,4568856,"(418200, 4568856)",41.26699003124999,2.0234209299480748
1164,Reciclamax 140 L.,418215,4568852,"(418215, 4568852)",41.26695552399271,2.02360052105946
1165,Reciclamax 140 L.,418997,4569008,"(418997, 4569008)",41.26843933657284,2.032914502907264
1166,Diputació 50 L.,417684,4572614,"(417684, 4572614)",41.300783912122206,2.0167534982860107
1167,Diputació 50 L.,417666,4572596,"(417666, 4572596)",41.300619959675906,2.0165409582650775
1168,Portaesquers-rosegadors,416571,4572713,"(416571, 4572713)",41.30156122967083,2.0034472982810554
1169,Portaesquers-rosegadors,416965,4573231,"(416965, 4573231)",41.30626719431789,2.00808221793812
1170,Portaesquers-rosegadors,416314,4573631,"(416314, 4573631)",41.3098024762038,2.0002516111393964
1171,Portaesquers-rosegadors,416780,4572785,"(416780, 4572785)",41.30223127505037,2.0059335778190603
1172,Portaesquers-rosegadors,417070,4573223,"(417070, 4573223)",41.306205943996076,2.0093374355816884
1173,Portaesquers-rosegadors,416641,4572625,"(416641, 4572625)",41.30077590131066,2.0042953777724097
1174,Portaesquers-rosegadors,415697,4573290,"(415697, 4573290)",41.30666705682133,1.9929290189562299
1175,Portaesquers-rosegadors,415675,4573528,"(415675, 4573528)",41.30880827137482,1.9926332539375924
1176,Circular txapa pintada gris 60 L.,416517,4573446,"(416517, 4573446)",41.308157330556405,2.002701775584872
1177,Circular txapa pintada gris 60 L.,416689,4572500,"(416689,4572500)",41.29965505808362,2.0048857587186846
