X,Y,objectid,id,capacitat,residu,nom_barri,adress,streetview,globalid
418221.9401,4573913.8815,1,1278,2400,Vidre,Grup Sant Jordi,"Carretera de la Vila    , 23","http://maps.google.com/maps?layer=c&cbll=41.312630,2.023086&cbp=12,242.85,,0,-2",{2F3A25EE-B4CA-428B-9EF7-D1241BB0BB7C}
418223.056,4573911.9277,2,1279,3200,Envasos,Grup Sant Jordi,"Carretera de la Vila    , 23","http://maps.google.com/maps?layer=c&cbll=41.312630,2.023086&cbp=12,242.85,,0,-2",{EE747F5C-46D0-405E-994B-C355001F02DE}
418224.9058,4573908.6888,3,1280,3200,Rebuig,Grup Sant Jordi,"Carretera de la Vila    , 23","http://maps.google.com/maps?layer=c&cbll=41.312630,2.023086&cbp=12,242.85,,0,-2",{00D374B2-815B-4CD0-892A-3709AE55B62E}
418161.2008,4574022.2661,4,1283,3200,Cartró,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{166A1FC4-B59D-49C1-80F7-FEEE1635EDB8}
418156.8185,4574030.1274,5,1284,3200,Rebuig,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{50BDE05D-8A93-4A37-81CE-8735358E30DE}
418160.1487,4574024.256,6,1285,2400,Vidre,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{5AA48171-840A-4950-A74D-E6413A03132B}
418159.0386,4574026.2132,7,1286,3200,Envasos,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{69A2382B-0ABD-46B2-9CF0-8E0F5EBB54F5}
418156.1262,4574031.4594,8,1287,1800,Orgànic,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{463064B3-EBBE-4896-BCBC-F594DF0214CB}
418157.9285,4574028.1703,9,1288,3200,Rebuig,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{D615B319-8181-47BC-B33F-3A0BA4A4F98A}
418162.3108,4574020.309,10,1289,3200,Cartró,Grup Sant Jordi,"Carretera de la Vila    , 21","http://maps.google.com/maps?layer=c&cbll=41.313194,2.022645&cbp=12,242.85,,0,-2",{F5D65B2F-332E-45F7-AF7A-1722A354E195}
418222.8369,4574204.6433,11,1290,3200,Cartró,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{8E7AD761-62DC-4794-99D5-E3F7F5BC4B78}
418228.9025,4574196.0967,12,1291,3200,Rebuig,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{A7E88561-53CF-4749-83BF-6B68ACB9644C}
418224.157,4574202.8213,13,1292,2400,Vidre,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{563532BB-D185-4C07-BA3C-4910F968D268}
418225.4771,4574200.9992,14,1293,3200,Envasos,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{E289692C-86B2-4166-8814-DA3CB63B3FE9}
418226.5271,4574199.4569,15,1294,1800,Orgànic,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{2E0B75AF-1BF3-43F7-9B5F-DC1E0E6F3D41}
418227.5878,4574197.9226,16,1295,3200,Rebuig,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 10","http://maps.google.com/maps?layer=c&cbll=41.315105,2.022920&cbp=12,242.85,,0,-2",{B6108659-5D18-4710-8E58-81F40320FE1E}
418287.1543,4574115.9077,17,1296,3200,Cartró,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 20","http://maps.google.com/maps?layer=c&cbll=41.314465,2.023494&cbp=12,242.85,,0,-2",{E4F846AD-C589-4886-9A14-0456BFF89547}
418283.0309,4574121.6262,18,1297,3200,Rebuig,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 20","http://maps.google.com/maps?layer=c&cbll=41.314465,2.023494&cbp=12,242.85,,0,-2",{A53F0339-F57E-458A-B0C2-A298E5EEA72F}
418286.0227,4574117.4772,19,1298,2400,Vidre,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 20","http://maps.google.com/maps?layer=c&cbll=41.314465,2.023494&cbp=12,242.85,,0,-2",{D9FBABDD-59B3-40CF-AA7A-C3024BDCC0D5}
418284.8911,4574119.0467,20,1299,3200,Envasos,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 20","http://maps.google.com/maps?layer=c&cbll=41.314465,2.023494&cbp=12,242.85,,0,-2",{0BED8E97-9BF5-44F2-926E-512B9783EF76}
418283.9205,4574120.3075,21,1300,1800,Orgànic,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 20","http://maps.google.com/maps?layer=c&cbll=41.314465,2.023494&cbp=12,242.85,,0,-2",{C98BA75C-EF5C-42B9-B1D3-2C0839398F94}
418362.6406,4574011.6223,22,1302,3200,Cartró,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{29CB3DEC-5423-4599-A8FB-8796B53A462F}
418356.2601,4574020.496,23,1303,3200,Rebuig,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{D2BF1E8A-EB72-4876-B82E-7B0EC758B675}
418360.8754,4574014.0959,24,1304,2400,Vidre,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{600FA093-9F6C-4F79-8221-668340F287E6}
418348.6175,4574212.9717,25,1319,3200,Envasos,Barri de Sales,"Passeig de la Marina, 25","http://maps.google.com/maps?layer=c&cbll=41.315382,2.024694&cbp=12,242.85,,0,-2",{1B92F4FF-F8BC-4DCD-BAD2-4A9FF136333B}
418353.1564,4574206.0823,26,1320,1800,Orgànic,Barri de Sales,"Passeig de la Marina, 25","http://maps.google.com/maps?layer=c&cbll=41.315382,2.024694&cbp=12,242.85,,0,-2",{DED7218D-B913-407C-9E74-08B4000F4E60}
418456.2252,4574082.5235,27,1321,3200,Cartró,Grup Sant Jordi,"Passeig de la Marina, 18","http://maps.google.com/maps?layer=c&cbll=41.313794,2.025652&cbp=12,242.85,,0,-2",{B2AD6066-122B-4EA3-9653-5CB25B48F467}
418458.0264,4574081.175,28,1322,3200,Rebuig,Grup Sant Jordi,"Passeig de la Marina, 18","http://maps.google.com/maps?layer=c&cbll=41.313794,2.025652&cbp=12,242.85,,0,-2",{D75DF217-FEC6-44A3-BA39-A30918E5A5C1}
418454.4241,4574083.8719,29,1323,2400,Vidre,Grup Sant Jordi,"Passeig de la Marina, 18","http://maps.google.com/maps?layer=c&cbll=41.313794,2.025652&cbp=12,242.85,,0,-2",{D1E612F4-FC12-473B-A0A8-C74C9B2D8613}
418452.623,4574085.2203,30,1324,3200,Envasos,Grup Sant Jordi,"Passeig de la Marina, 18","http://maps.google.com/maps?layer=c&cbll=41.313794,2.025652&cbp=12,242.85,,0,-2",{C8A0B504-DFE0-45D7-A9CE-CD1C41B38407}
418459.1975,4574080.2362,31,1325,1800,Orgànic,Grup Sant Jordi,"Passeig de la Marina, 18","http://maps.google.com/maps?layer=c&cbll=41.313794,2.025652&cbp=12,242.85,,0,-2",{CAB77DA3-DBAB-4BC5-BB55-396A0FAA15F7}
418431.2729,4574300.1891,36,1331,4000,Rebuig,Barri de Sales,"Carrer de Catalunya, 52B","http://maps.google.com/maps?layer=c&cbll=41.316027,2.025358&cbp=12,242.85,,0,-2",{AC1F4420-DF28-4073-866F-A6F96C22AF6B}
418429.5131,4574301.5093,37,1332,4000,Orgànic,Barri de Sales,"Carrer de Catalunya, 52B","http://maps.google.com/maps?layer=c&cbll=41.316027,2.025358&cbp=12,242.85,,0,-2",{CBFEAFF7-948A-49AF-9A4B-18BB6F05C440}
418447.0798,4574288.0195,38,1333,4000,Cartró,Barri de Sales,"Carrer de Catalunya, 54","http://maps.google.com/maps?layer=c&cbll=41.315899,2.025613&cbp=12,242.85,,0,-2",{85FA0F17-1476-4454-AD8B-9867A007859B}
418448.8311,4574286.688,39,1334,4000,Vidre,Barri de Sales,"Carrer de Catalunya, 54","http://maps.google.com/maps?layer=c&cbll=41.315899,2.025613&cbp=12,242.85,,0,-2",{9C29CEE0-A9D4-49CF-8F65-CFF12E7FAE81}
418445.3285,4574289.351,40,1335,4000,Envasos,Barri de Sales,"Carrer de Catalunya, 54","http://maps.google.com/maps?layer=c&cbll=41.315899,2.025613&cbp=12,242.85,,0,-2",{3BA3EA48-DD13-47E8-810C-E26C7E5BD0DE}
418503.9957,4574244.4774,41,1339,4000,Rebuig,Barri de Sales,"Carrer de Catalunya, 64","http://maps.google.com/maps?layer=c&cbll=41.315419,2.026365&cbp=12,242.85,,0,-2",{0EFB3755-2103-4C9C-A7B5-6AEBFD2DCA86}
418505.7521,4574243.1526,42,1340,4000,Envasos,Barri de Sales,"Carrer de Catalunya, 64","http://maps.google.com/maps?layer=c&cbll=41.315419,2.026365&cbp=12,242.85,,0,-2",{98727A40-3B32-45EE-BF12-D7AC86E827F7}
418507.5084,4574241.8277,43,1341,4000,Cartró,Barri de Sales,"Carrer de Catalunya, 64","http://maps.google.com/maps?layer=c&cbll=41.315419,2.026365&cbp=12,242.85,,0,-2",{BC22AD63-1255-4349-B472-81E464EB8E44}
418509.2648,4574240.5029,44,1342,2400,Vidre,Barri de Sales,"Carrer de Catalunya, 64","http://maps.google.com/maps?layer=c&cbll=41.315419,2.026365&cbp=12,242.85,,0,-2",{B21E4AAF-0B85-4DF1-BFF7-BD9DAF3BA314}
418510.6729,4574239.4419,45,1344,4000,Orgànic,Barri de Sales,"Carrer de Catalunya, 64","http://maps.google.com/maps?layer=c&cbll=41.315419,2.026365&cbp=12,242.85,,0,-2",{5B16A1F6-1487-43E9-9705-024F8B0FEDE6}
418561.8095,4574200.7261,47,1346,4000,Envasos,Barri de Sales,"Carrer de Catalunya, 72","http://maps.google.com/maps?layer=c&cbll=41.315128,2.026906&cbp=12,242.85,,0,-2",{9A85CA10-A4A1-4E8D-BE4F-E2128D5ED945}
418037.9509,4574501.6713,48,1002,3500,Cartró,La Torre-roja-Campreciós,"Carrer de Cinto Verdaguer, 2","http://maps.google.com/maps?layer=c&cbll=41.317704,2.020678&cbp=12,242.85,,0,-2",{BC6FAE6F-155B-4170-B488-B9CD746E3BA3}
418563.8832,4574199.3522,49,1347,4000,Cartró,Barri de Sales,"Carrer de Catalunya, 72","http://maps.google.com/maps?layer=c&cbll=41.315128,2.026906&cbp=12,242.85,,0,-2",{C7CEF198-DD19-4E59-9C24-39CE8A721183}
418566.0484,4574197.6127,50,1348,4000,Vidre,Barri de Sales,"Carrer de Catalunya, 72","http://maps.google.com/maps?layer=c&cbll=41.315128,2.026906&cbp=12,242.85,,0,-2",{1EAE44FB-10CD-4F8D-9362-4F8F4A057E17}
418559.9927,4574202.0117,51,1349,4000,Rebuig,Barri de Sales,"Carrer de Catalunya, 72","http://maps.google.com/maps?layer=c&cbll=41.315128,2.026906&cbp=12,242.85,,0,-2",{9DBA6A84-6F7C-476E-B08E-71AAC7CCB45D}
418558.0203,4574203.6309,52,1350,4000,Orgànic,Barri de Sales,"Carrer de Catalunya, 72","http://maps.google.com/maps?layer=c&cbll=41.315128,2.026906&cbp=12,242.85,,0,-2",{960F68C2-46BD-4560-B2DD-89AFD8CDB9B5}
418600.7163,4574571.6033,53,1351,3200,Cartró,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{42650948-8005-47A7-92EB-F884647EBA1D}
418606.5186,4574564.7235,54,1352,3200,Rebuig,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{920AC63B-A091-4336-A0FF-727BF6911B06}
418602.1669,4574569.8834,55,1353,2400,Vidre,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{2BEE35C4-454F-4563-9DED-4D92CBAC500B}
418603.6175,4574568.1634,56,1354,3200,Envasos,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{568F1CE3-202C-44F8-A6A3-8F9E3DAEA8CD}
418610.8046,4574559.8363,57,1355,1800,Orgànic,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{096E82DD-8B20-41DE-8616-64E8AD612FFF}
418607.9692,4574563.0037,58,1356,3200,Rebuig,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{8DAC8492-679C-42DC-891E-550C2BE30ACB}
418605.0681,4574566.4434,59,1357,3200,Envasos,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{7B5ABBD3-DD30-42CC-98D5-EEAE71FF6A85}
418678.8438,4574484.34,60,1360,,Rebuig,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{84527D17-EB57-4A88-BDD7-77F6D3459DF6}
418672.7672,4574490.9787,61,1361,2400,Vidre,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{2D4298C5-8C1D-4662-9A56-C7339B1F16B9}
418674.2864,4574489.319,62,1362,,Envasos,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{D64D1A95-3E48-4206-BB20-DE780B176286}
418680.2197,4574482.9452,63,1363,1800,Orgànic,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{889F7D40-1855-46B6-92F5-9F624D52F30A}
418675.8056,4574487.6593,64,1365,,Envasos,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{B390E6C8-F4D6-4121-9140-80A295EDA460}
418671.248,4574492.6384,65,1366,,Cartró,Barri de Sales,"Carrer d’Antonio Machado, 43","http://maps.google.com/maps?layer=c&cbll=41.318197,2.028124&cbp=12,242.85,,0,-2",{F180D609-25C7-48D4-8974-482997328C40}
418765.6198,4574348.4972,66,1367,3200,Cartró,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{BD317EE2-DC92-4854-B355-DF7BBA8BB65C}
418761.0525,4574343.5272,67,1368,3200,Rebuig,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{BE1274C9-E26C-4449-ACF7-32C95D205972}
418764.0974,4574346.8405,68,1369,2400,Vidre,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{EC3A4A92-74BF-4DA5-B4C8-FE5D7800F4DE}
418762.5749,4574345.1839,69,1370,3200,Envasos,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{CC066253-1235-4C28-86BE-B68F69D22583}
418759.8311,4574342.1168,70,1371,1800,Orgànic,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{212C8D00-4543-42A3-8AAC-D979FD5A6265}
418719.265,4574294.0035,71,1372,3200,Cartró,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{23051243-82B4-4281-A175-2590DF60D054}
418714.1444,4574287.5407,72,1373,3200,Rebuig,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{CDDC13A4-40B2-4A0C-B95D-EB6CBEDECAAB}
418717.8677,4574292.24,73,1374,2400,Vidre,Barri de Sales,"Avinguda del Segle XXI, 28","http://maps.google.com/maps?layer=c&cbll=41.316108,2.029171&cbp=12,242.85,,0,-2",{B3EBCA82-6A87-4AB2-B8FD-F0B97C50922E}
418358.6121,4574017.2349,74,1305,3200,Envasos,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{E4A3299A-9FAD-4DC2-AEBB-C8A9ABB7BBEF}
418361.7733,4574012.8598,75,1306,1800,Orgànic,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{666A06BD-F643-48EC-8756-76D0BE648914}
418357.4361,4574018.8654,76,1307,3200,Rebuig,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{C5E91373-FD9F-4C20-9E62-ECC2F47DC53F}
418359.7438,4574015.6654,77,1308,3200,Envasos,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{71B89E93-470E-4237-9D3E-09D7F3CA6D02}
418363.7723,4574010.0528,78,1309,3200,Cartró,Grup Sant Jordi,"Avinguda dels Germans Gabrielistes, 24","http://maps.google.com/maps?layer=c&cbll=41.313178,2.024755&cbp=12,242.85,,0,-2",{085E8BE0-60BC-4E1D-8100-176121B02602}
418309.2032,4574262.5838,79,1310,3200,Cartró,Grup Sant Jordi,"Passeig de la Marina, 17","http://maps.google.com/maps?layer=c&cbll=41.315885,2.024106&cbp=12,242.85,,0,-2",{07C233B8-D527-4163-945B-C9485710D66B}
418307.7087,4574264.2658,80,1311,3200,Rebuig,Grup Sant Jordi,"Passeig de la Marina, 17","http://maps.google.com/maps?layer=c&cbll=41.315885,2.024106&cbp=12,242.85,,0,-2",{5123D3BB-8924-4804-A887-F6D896ECA1FF}
418310.6977,4574260.9019,81,1312,2400,Vidre,Grup Sant Jordi,"Passeig de la Marina, 17","http://maps.google.com/maps?layer=c&cbll=41.315885,2.024106&cbp=12,242.85,,0,-2",{697A0415-6FF9-457F-BDD9-58AD79EBA9EA}
418312.1921,4574259.22,82,1313,3200,Envasos,Grup Sant Jordi,"Passeig de la Marina, 17","http://maps.google.com/maps?layer=c&cbll=41.315885,2.024106&cbp=12,242.85,,0,-2",{F5A2C36C-1C93-4009-9AB0-12F9BC005BFF}
418306.6527,4574265.5697,83,1314,1800,Orgànic,Grup Sant Jordi,"Passeig de la Marina, 17","http://maps.google.com/maps?layer=c&cbll=41.315885,2.024106&cbp=12,242.85,,0,-2",{FBEFC9C1-A21A-424A-BF12-AD0CF4061CC3}
418351.1157,4574209.229,84,1316,3200,Cartró,Barri de Sales,"Passeig de la Marina, 25","http://maps.google.com/maps?layer=c&cbll=41.315382,2.024694&cbp=12,242.85,,0,-2",{D6B9EFDE-883A-4396-A7A2-8397AF667DBB}
418352.3649,4574207.3576,85,1317,3200,Rebuig,Barri de Sales,"Passeig de la Marina, 25","http://maps.google.com/maps?layer=c&cbll=41.315382,2.024694&cbp=12,242.85,,0,-2",{AC235EB6-360C-46C4-8AA8-C267D3EC16F6}
418349.8666,4574211.1004,86,1318,2400,Vidre,Barri de Sales,"Passeig de la Marina, 25","http://maps.google.com/maps?layer=c&cbll=41.315382,2.024694&cbp=12,242.85,,0,-2",{37A36D5B-FC81-4D86-A7C5-82EA6C094637}
418407.7397,4574463.4822,87,1202,3200,Envasos,Barri de Sales,"Carretera del Prat, 23","http://maps.google.com/maps?layer=c&cbll=41.317522,2.025287&cbp=12,242.85,,0,-2",{AC0A1E72-151A-4912-83CD-D358919848A3}
418411.8149,4574461.5741,88,1203,3200,Rebuig,Barri de Sales,"Carretera del Prat, 23","http://maps.google.com/maps?layer=c&cbll=41.317522,2.025287&cbp=12,242.85,,0,-2",{8A45D861-BF1C-4B47-AC74-C5F2C5207CB3}
418314.4638,4574387.7466,95,1210,4000,Rebuig,Grup Sant Jordi,"Carrer de Catalunya, 28","http://maps.google.com/maps?layer=c&cbll=41.316804,2.024011&cbp=12,242.85,,0,-2",{DCF06C66-FB94-408C-A2B9-83038DC76FEF}
418316.8037,4574386.0788,96,1211,4000,Orgànic,Grup Sant Jordi,"Carrer de Catalunya, 28","http://maps.google.com/maps?layer=c&cbll=41.316804,2.024011&cbp=12,242.85,,0,-2",{5EC365EA-6A12-42FD-8C6A-C43FDB7B7FB6}
418312.2426,4574389.356,97,1212,4000,Rebuig,Grup Sant Jordi,"Carrer de Catalunya, 28","http://maps.google.com/maps?layer=c&cbll=41.316804,2.024011&cbp=12,242.85,,0,-2",{E35F5DF4-968F-46A0-BE6C-B340F340B15E}
418330.9972,4574375.4434,98,1213,4000,Envasos,Grup Sant Jordi,"Carrer de Catalunya, 30","http://maps.google.com/maps?layer=c&cbll=41.316684,2.024221&cbp=12,242.85,,0,-2",{DD9E0F19-C7D5-4C78-ADEF-80C00B53674B}
418332.762,4574374.1298,99,1214,4000,Cartró,Grup Sant Jordi,"Carrer de Catalunya, 30","http://maps.google.com/maps?layer=c&cbll=41.316684,2.024221&cbp=12,242.85,,0,-2",{790FA350-77B1-4FB7-A7D4-07D76600F782}
418334.5267,4574372.8162,100,1215,4000,Vidre,Grup Sant Jordi,"Carrer de Catalunya, 30","http://maps.google.com/maps?layer=c&cbll=41.316684,2.024221&cbp=12,242.85,,0,-2",{6828599F-AFFE-4809-AFA7-4BD74A819BA7}
418346.9068,4574641.7262,101,1216,3500,Rebuig,La Torre-roja-Campreciós,"Carretera de Barcelona (C-245), 41","http://maps.google.com/maps?layer=c&cbll=41.319354,2.024489&cbp=12,242.85,,0,-2",{3E668689-4C26-4FBD-AF41-A862D764EB91}
418348.1261,4574642.9108,102,1217,3500,Rebuig,La Torre-roja-Campreciós,"Carretera de Barcelona (C-245), 41","http://maps.google.com/maps?layer=c&cbll=41.319354,2.024489&cbp=12,242.85,,0,-2",{A7094A76-B3A1-4BF3-9A33-F536610B8F96}
418345.9565,4574640.8028,103,1218,1800,Orgànic,La Torre-roja-Campreciós,"Carretera de Barcelona (C-245), 41","http://maps.google.com/maps?layer=c&cbll=41.319354,2.024489&cbp=12,242.85,,0,-2",{95A6BAC9-65C9-42A4-A645-BBDCF6E5018B}
418356.9611,4574651.4969,104,1219,3500,Cartró,La Torre-roja-Campreciós,"Carretera de Barcelona (C-245), 41","http://maps.google.com/maps?layer=c&cbll=41.319354,2.024489&cbp=12,242.85,,0,-2",{3AA43F22-E3CE-4178-8A88-26A9DB7F4312}
418375.0348,4574634.0645,105,1221,3200,Cartró,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{8DD4CBB2-C379-43EE-B769-6904EC1E6029}
418369.7935,4574628.6827,106,1222,3200,Rebuig,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{9D85F42A-2B85-429C-8D57-E93FF51B5895}
418373.7796,4574632.7984,107,1223,2400,Vidre,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{7F8E0F90-E04C-4858-AFE3-01FF953FA527}
418372.3751,4574631.3907,108,1224,3200,Envasos,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{C9DB1369-49D9-48AE-B939-6B0360551434}
418376.2973,4574635.3602,109,1225,1800,Orgànic,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{FC78C204-FC44-44C3-87BE-772674062E1C}
418371.1082,4574630.0462,110,1226,3200,Rebuig,Barri de Sales,"Carretera de Barcelona (C-245), 46","http://maps.google.com/maps?layer=c&cbll=41.318790,2.024724&cbp=12,242.85,,0,-2",{75E8CD7F-7310-4BAF-8770-EB4DF1EC4731}
418528.2733,4574658.9707,111,1227,3200,Cartró,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{B8C41EE7-8255-4F1F-A68A-9A9C4A172D51}
418525.4112,4574662.4432,112,1228,3200,Rebuig,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{8D5D1A3E-F1D7-455D-9F09-BF0476A99626}
418529.5033,4574657.4711,113,1229,2400,Vidre,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{BC200E60-9B39-465C-BE14-5C165E5F8A8C}
418530.9177,4574655.7214,114,1230,3200,Envasos,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{9F8AFD36-E4A6-4893-BB34-D86E746098EC}
418524.2782,4574663.8559,115,1231,1800,Orgànic,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{E02C8D34-AE6C-463E-A0E0-4A26EF8F66D2}
418526.8423,4574660.7069,116,1232,3200,Rebuig,Barri de Sales,"Carrer d’Antonio Machado, 5","http://maps.google.com/maps?layer=c&cbll=41.319310,2.026794&cbp=12,242.85,,0,-2",{E3D2E9A8-5D61-4EB0-BB7A-D4295E0406CD}
418626.0799,4574703.7562,117,1233,3200,Cartró,Barri de Sales,"Carrer de Rafael Casanova  , 83","http://maps.google.com/maps?layer=c&cbll=41.319860,2.027758&cbp=12,242.85,,0,-2",{04579B14-0EEB-4A0F-A342-94EF3541D7FC}
418627.6978,4574705.3197,118,1234,3200,Rebuig,Barri de Sales,"Carrer de Rafael Casanova  , 83","http://maps.google.com/maps?layer=c&cbll=41.319860,2.027758&cbp=12,242.85,,0,-2",{C0FAD55C-D8D1-4B85-BADC-6DC86C3BFD70}
